122.101,2041,396,1
166.781,2057,801,1
170.553,2163,855,1
150.748,2220,1089,1
189.773,2161,1632,1
173.057,2382,2370,1
240.294,2488,10912,1
274.531,2637,18142,1
109.637,2651,52,1
161.953,2150,2772,1
169.965,2176,1339,1
192.127,2164,4928,1
169.384,2069,1274,1
169.045,2137,1313,1
165.107,1870,1131,1
191.307,2163,950,1
255.008,2148,564,1
105.806,638,3332,1
281.647,2404,990,1
174.102,2246,872,1
125.45,2210,1224,1
219.865,2148,2328,1
169.81,2287,891,1
253.796,2668,10234,1
162.592,2022,2600,1
271.164,2391,954,1
354.789,2276,3813,1
165.505,2146,2725,1
183.282,2120,4758,1
212.898,2495,3144,1
186.763,1988,2538,1
118.721,2304,1365,1
105.848,2086,1240,1
100.4,2659,620,1
152.942,2066,16709,1
91.14,4888,36,1
166.255,2262,1391,1
250.953,2204,8502,1
161.763,2231,4644,1
181.305,2398,5460,1
102.03,2516,625,1
177.117,2223,4847,1
186.486,2003,2550,1
161.721,2311,2975,1
117.821,790,5325,1
172.517,2015,1235,1
257.406,2275,15820,1
172.114,2127,1313,1
212.115,2164,2714,1
172.859,2252,872,1
174.043,2180,873,1
172.218,3278,1296,1
196.445,2737,11653,1
239.975,2138,990,1
117.793,2223,1853,1
121.998,2304,1526,1
168.875,2213,1378,1
161.437,2164,2800,1
169.175,1991,1235,1
106.285,643,2438,1
192.636,2198,970,1
178.496,2496,1740,1
175.04,2181,873,1
125.184,1842,410,1
171.684,2585,1026,1
202.868,2178,1404,1
160.637,2279,2950,1
216.436,2633,3650,1
163.793,2189,1326,1
101.914,705,748,1
101.842,711,429,1
249.965,2073,7446,1
213.608,1772,2232,1
255.674,2909,11172,1
192.568,1921,846,1
297.223,2541,1265,1
165.349,1827,1105,1
170.52,2057,1261,1
169.939,2445,1495,1
226.447,2093,1287,1
248.831,2154,14080,1
111.657,707,340,1
238.72,2034,7749,1
171.336,2033,1248,1
172.586,2176,848,1
170.271,2167,1332,1
160.919,1961,2511,1
218.155,2098,2736,1
97.932,2694,92,1
254.843,2322,9936,1
180.28,2210,17000,1
170.728,2079,1274,1
104.837,2271,181,1
212.353,2303,2900,1
160.898,1844,2350,1
205.388,2361,3640,1
175.869,2203,882,1
170.816,2204,1352,1
103.992,30006,7668,0
249.23,2122,14003,1
