i,model,workload_hash,trace_hash,freq_mhz,n_stores,lat_mean_ms,avg_power_w,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,f200,f201,f202,f203,f204,f205,f206,f207,f208,f209,f210,f211,f212,f213,f214,f215,f216,f217,f218,f219,f220,f221,f222,f223,f224,f225,f226,f227,f228,f229,f230,f231,f232,f233,f234,f235,f236,f237,f238,f239,f240,f241,f242,f243,f244,f245,f246,f247,f248,f249,f250,f251,f252,f253,f254,f255,f256,f257,f258,f259,f260,f261,f262,f263,f264,f265,f266,f267,f268,f269,f270,f271,f272,f273,f274,f275,f276,f277,f278,f279,f280,f281,f282,f283,f284,f285,f286,f287,f288,f289,f290,f291,f292,f293,f294,f295,f296,f297,f298,f299,f300,f301,f302,f303,f304,f305,f306,f307,f308,f309,f310,f311,f312,f313,f314,f315,f316,f317,f318,f319,f320,f321,f322,f323,f324,f325,f326,f327,f328,f329,f330,f331,f332,f333,f334,f335,f336,f337,f338,f339,f340,f341,f342,f343,f344,f345,f346,f347,f348,f349,f350,f351,f352,f353,f354,f355,f356,f357,f358,f359,f360,f361,f362,f363,f364,f365,f366,f367,f368,f369,f370,f371,f372,f373,f374,f375,f376,f377,f378,f379,f380,f381,f382,f383,f384,f385,f386,f387,f388,f389,f390,f391,f392,f393,f394,f395,f396,f397,f398,f399,f400,f401,f402,f403,f404,f405,f406,f407,f408,f409,f410,f411,f412,f413,f414,f415,f416,f417,f418,f419,f420,f421,f422,f423,f424,f425,f426,f427,f428,f429,f430,f431,f432,f433,f434,f435,f436,f437,f438,f439,f440,f441,f442,f443,f444,f445,f446,f447,f448,f449,f450,f451,f452,f453,f454,f455,f456,f457,f458,f459,f460,f461,f462,f463,f464,f465,f466,f467,f468,f469,f470,f471,f472,f473,f474,f475,f476,f477,f478,f479,f480,f481,f482,f483,f484,f485,f486,f487,f488,f489,f490,f491,f492,f493,f494,f495,f496,f497,f498,f499,f500,f501,f502,f503,f504,f505,f506,f507,f508,f509,f510,f511,f512,f513,f514,f515,f516,f517,f518,f519,f520,f521,f522,f523,f524,f525,f526,f527,f528,f529,f530,f531,f532,f533,f534,f535,f536,f537,f538,f539,f540,f541,f542,f543,f544,f545,f546,f547,f548,f549,f550,f551,f552,f553,f554,f555,f556,f557,f558,f559,f560,f561,f562,f563,f564,f565,f566,f567,f568,f569,f570,f571,f572,f573,f574,f575,f576,f577,f578,f579,f580,f581,f582,f583,f584,f585,f586,f587,f588,f589,f590,f591,f592,f593,f594,f595,f596,f597,f598,f599,f600,f601,f602,f603,f604,f605,f606,f607,f608,f609,f610,f611,f612,f613,f614,f615,f616,f617,f618,f619,f620,f621,f622,f623,f624,f625,f626,f627,f628,f629,f630,f631,f632,f633,f634,f635,f636,f637,f638,f639,f640,f641,f642,f643,f644,f645,f646,f647,f648,f649,f650,f651,f652,f653,f654,f655
0,mobilenetv3,-6105702217276972563,9f8f4845dedb22e42c4833534bfd18091a1fe94c,885,5,0.13254450697055464,107.36899154661121,0.0,8.162877006853586,7.845885465129214,3.522943406454027,0.0,0.0,0.0,0.0,18.853239354090892,18.853239354090892,19.687224092177043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.409372765564204,1.0,1.0,5.044394119358453,1.0,1.0,4.866312011331793,0.4,0.4,0.2,23.776181592319784,14.58660119182301,19.376206798086116,10.23440543899417,0.6,0.0,0.4,4.630340229261167,7.800465851430036,2.835250215993449,21.37618226776457,12.377716590596673,16.976219027369684,8.267954659058399,4.1404575383093745,0.6,0.4,0.0,23.776181592319784,8.936931268353447,17.776229709470236,5.480157619474761,0.8,0.0,0.2,3.554788811506092,5.821139431462695,3.461356528621894,20.576193228697413,6.402048975619766,14.576973514819354,3.685709707913778,1.0,0.4,0.0,0.0,8.64588431951754,6.484453563603243,5.045998932828027,4.087000762542344,0.2,0.0,0.2,0.2,0.7400879436282184,0.46438561897747244,8.445884207202493,6.284574103100981,4.846263238426169,3.8945496686958854,0.2,0.2,0.0,0.0,3.9229423282314597,1.2044735626056908,1.7236771004517213,0.2,0.2,0.0,0.0,0.2,0.9715961990255144,1.0088788238716906,2.9229534696703707,0.3169925001442312,0.7455840909126399,0.008878823871690688,0.0,0.2,0.0,0.0,3.9229423282314597,1.2044735626056908,1.7236771004517213,0.2,0.2,0.0,0.0,0.2,0.9715961990255144,1.0088788238716906,2.9229534696703707,0.3169925001442312,0.7455840909126399,0.008878823871690688,0.0,1.396444049775432,1.5951822240113827,1.7119797447995702,1.7950597898985208,1.8596249020957003,1.9124645999050052,1.9572062183581938,1.9960171751656373,2.030296526214567,2.0610000656516263,12.04238102833484,20.976185231472392,11.368832375766928,10.876377949064892,21.776183883693555,2.3323556195543973,0.0,0.0,10.026568765809396,9.69210362649812,7.045886812908054,0.0,0.0,0.0,0.0,10.115696508997962,10.115696508997962,10.590488114588947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1027835408732654,0.0,0.0,0.0,0.0,0.0,1.9331560056658965,0.48989794855663565,0.48989794855663565,0.4000000000000001,4.678442184050161,6.435861791559274,4.337147149208615,4.513456949272298,0.48989794855663565,0.0,0.48989794855663565,5.5447138943962955,7.6665677138527375,2.3411944645835847,3.1125829117888495,8.048982478516859,2.8091392338001215,5.827797336048395,4.885772509033544,0.48989794855663565,0.48989794855663565,0.0,4.678442184050161,6.317416607262621,4.678401812560658,4.424742011590463,0.4,0.0,0.4,3.736515768394065,4.455283063420916,1.7699166294522453,4.448520564358478,7.746011841322717,4.447541351187754,5.566063138234652,0.0,0.48989794855663565,0.0,0.0,10.664284887039436,8.228362144394408,6.212328055699694,5.447208837900641,0.4000000000000001,0.0,0.4,0.4000000000000001,1.4801758872564368,0.9287712379549449,10.348885929043602,8.298231840477666,6.142281325869632,5.680736191476876,0.4,0.4,0.0,0.0,7.845884656462919,2.4089471252113817,3.4473542009034426,0.4,0.4,0.0,0.0,0.4,1.9431923980510288,2.017757647743381,5.8459069393407415,0.6339850002884624,1.4911681818252798,0.017757647743381375,0.0,0.4,0.0,0.0,7.845884656462919,2.4089471252113817,3.4473542009034426,0.4,0.4,0.0,0.0,0.4,1.9431923980510288,2.017757647743381,5.8459069393407415,0.6339850002884624,1.4911681818252798,0.017757647743381375,0.0,2.5562917486712546,2.9520188557600036,3.184355050045754,3.3494196600964523,3.4775337680064538,3.5822432755566025,3.6707866749046736,3.7474897955160458,3.815145265210356,3.8756611069240345,6.954528331297683,4.9705283385258,8.591183143522485,6.1246241946498,4.678440261520772,0.3873334265431663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.857980995127572,1.0,1.0,5.044394119358453,1.0,1.0,1.0,0.0,0.0,0.0,19.6147116411573,4.087462841250339,13.614824850296534,2.321928094887362,0.0,0.0,0.0,0.0,0.0,0.0,18.61471343819715,1.0,13.614824850296534,0.32192809488736235,1.0,0.0,0.0,0.0,19.6147116411573,4.087462841250339,13.614824850296534,2.321928094887362,0.0,0.0,0.0,0.0,0.0,0.0,14.614767348351855,0.5849625007211562,8.618385502258606,0.16992500144231237,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.087462841250339,17.614717032270136,1.0,2.321928094887362,17.614717032270136,1.584962500721156,0.0,0.0,21.61471029337594,21.61471029337594,17.614717032270136,0.0,0.0,0.0,0.0,30.422064767175627,30.422064767175627,32.00702726722824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.614939847310735,1.0,1.0,5.044394119358453,1.0,1.0,5.832890014164741,1.0,1.0,1.0,32.42206476642352,19.6147116411573,26.42206478221784,13.614824850296534,1.0,0.0,1.0,14.807405238390015,16.89804628891837,5.044394119358453,27.422064774195327,20.614710742636532,21.422065279613637,14.614767348351855,13.614824850296534,1.0,1.0,0.0,32.42206476642352,19.6147116411573,26.42206478221784,13.614824850296534,1.0,0.0,1.0,10.808159772868375,13.807455552967623,5.044394119358453,28.42206477018407,20.614710742636532,22.422065022893246,14.614767348351855,1.0,1.0,0.0,0.0,23.614709956430403,19.6147116411573,13.614824850296534,13.614824850296534,1.0,0.0,1.0,1.0,3.700439718141092,2.321928094887362,21.61471029337594,20.614710742636532,14.614767348351855,14.614767348351855,1.0,1.0,0.0,0.0,19.6147116411573,6.022367813028454,8.618385502258606,1.0,1.0,0.0,0.0,1.0,4.857980995127572,5.044394119358453,14.614767348351855,1.584962500721156,3.727920454563199,0.044394119358453436,0.0,1.0,0.0,0.0,19.6147116411573,6.022367813028454,8.618385502258606,1.0,1.0,0.0,0.0,1.0,4.857980995127572,5.044394119358453,14.614767348351855,1.584962500721156,3.727920454563199,0.044394119358453436,0.0,6.49508396257987,7.487064672738344,8.069344140471436,8.483038249782735,8.804159709837489,9.066656108449992,9.288664116040662,9.48102081643971,9.650721484378296,9.802545085901226,19.6147116411573,30.422064767175627,19.6147116411573,17.614717032270136,30.422064767175627,2.584962500721156,0.0
1,mobilenetv3,8959803165629711265,90843f05e460e9df04b83a6c4becbad379103d3f,885,5,0.1673828030961786,117.29815052420895,0.0,7.357217847977751,7.1572270110006055,2.788521227404554,0.0,0.0,0.0,0.0,17.998942774268034,17.998942774268034,18.301857085951724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.057151273409168,1.0,1.0,6.322043146688396,1.0,1.0,1.0,0.6,0.4,0.0,21.507813424685448,15.471272783166018,17.069590051650465,10.430670627752095,0.8,0.0,0.2,6.880046858358947,10.15323238604836,2.976891347946104,19.05609866423358,13.02000804543853,14.617776367282863,7.990420709043593,2.352974318147218,0.6,0.4,0.0,21.507813424685448,10.44335222099329,15.508393465013759,6.973676273629586,0.8,0.0,0.2,4.371294452524673,6.6761182837647315,2.8149119246220926,19.08227187264589,8.487771057380568,13.1020091037169,5.364133072725328,1.0,0.2,0.0,0.2,7.957213208851828,2.486351749833231,5.357504143343529,2.1332448005606355,0.2,0.0,0.2,0.2,0.7400879436282184,0.3169925001442312,7.9572109371827295,2.5023999338882903,5.3573600931867915,2.185407433744059,0.2,0.2,0.0,0.0,3.1885074827611493,1.6688591815831633,1.9887959828687478,1.6688591815831633,0.0,0.0,0.2,0.0,0.0,0.0,3.388505191923593,1.8684149335998277,2.1886494791803104,1.8684149335998277,0.2,0.2,0.0,0.0,3.1885074827611493,1.6688591815831633,1.9887959828687478,1.2715104009236167,0.0,0.0,0.2,0.0,0.0,0.0,3.388505191923593,1.8684149335998277,2.1886494791803104,1.4697456308462153,0.2,1.5821838311122705,1.7821122045477562,1.8996123813827648,1.9832710611831494,2.0483640017131193,2.1017052040482853,2.1469325192471067,2.186218634117235,2.2209655388263445,2.2521307933391705,11.581095997241706,17.925306025665,8.762074762333418,11.147462073898485,19.507841058793183,2.5019550008653875,0.0,0.0,9.271209114797292,9.11489472290055,5.577042454809108,0.0,0.0,0.0,0.0,9.503474932049937,9.503474932049937,9.738602978116345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4485225184888535,0.0,0.0,0.34459205436742874,0.0,0.0,0.0,0.48989794855663565,0.48989794855663565,0.0,4.632388718261711,1.9667222421143158,4.513137382662405,2.701638740274188,0.4,0.0,0.4,4.952623187546299,6.4349068011818265,2.63975282589195,2.477531147165272,2.844972677007776,3.3327357741338166,2.4259135902306466,1.684121893793506,0.48989794855663565,0.48989794855663565,0.0,4.632388718261711,3.8073158992326754,4.631694921979135,2.6825642396833147,0.4,0.0,0.4,3.8614709795817928,4.682797285768955,2.0400832862992733,5.1980389435007615,5.309279144961045,5.163074057218298,3.7437183707523554,0.0,0.4,0.0,0.4000000000000001,10.060737015608913,3.3294114061788482,6.914815255209511,3.2331086397179094,0.4000000000000001,0.0,0.4,0.4000000000000001,1.4801758872564368,0.6339850002884624,9.922600073240103,3.6335315182785926,6.741903315985589,3.630604274052586,0.4,0.4,0.0,0.0,6.3770149655222985,3.3377183631663265,3.9775919657374956,3.3377183631663265,0.0,0.0,0.4,0.0,0.0,0.0,6.777010383847186,3.736829867199655,4.377298958360621,3.736829867199655,0.4,0.4,0.0,0.0,6.3770149655222985,3.3377183631663265,3.9775919657374956,2.5430208018472333,0.0,0.0,0.4,0.0,0.0,0.0,6.777010383847186,3.736829867199655,4.377298958360621,2.9394912616924307,0.4,2.9017043277162498,3.2987444777910557,3.53139417849988,3.696521810730097,3.8245991003625517,3.929222265108022,4.0176513843589365,4.094223089006407,4.1617360109517625,4.222101777082842,4.380403595823207,4.907520553935233,6.431662214184786,2.352352384448387,4.632355664461729,0.5114156630547056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.832890014164741,1.0,1.0,6.149747119504682,1.0,1.0,1.0,0.0,0.0,0.0,15.936660940972276,11.714674827308002,9.943979914343739,5.930737337562887,0.0,0.0,0.0,0.0,0.0,0.0,15.936660940972276,10.100850031068287,10.943247395901553,4.954196310386875,1.0,0.0,0.0,0.0,15.936660940972276,4.087462841250339,9.938109326219239,2.321928094887362,0.0,0.0,0.0,0.0,0.0,0.0,9.80896417491926,0.29698173775713155,3.9068905956085187,0.08017034868398336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.087462841250339,13.93672994468105,1.0,8.233619676759702,13.93672994468105,1.584962500721156,0.0,0.0,21.843528917980255,21.843528917980255,13.942606137022771,0.0,0.0,0.0,0.0,25.65088348405221,25.65088348405221,26.972811562509463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.954196310386875,1.0,1.0,7.011227255423254,1.0,1.0,1.0,1.0,1.0,0.0,26.65088347036045,17.52160810708771,21.843528917980255,14.228893828905882,1.0,0.0,1.0,12.714460188456027,15.512771320940303,6.149747119504682,22.843528726295684,16.954571206043052,20.84352930134932,11.147840893672337,4.857980995127572,1.0,1.0,0.0,26.65088347036045,15.954582564996839,20.650884332940926,10.148476582178278,1.0,0.0,1.0,9.715961990255144,12.714460188456027,6.149747119504682,23.65088356620275,16.954571206043052,17.650890466831648,11.147840893672337,1.0,1.0,0.0,1.0,23.84352863045339,8.344295907915816,16.843540802373905,8.344295907915816,1.0,0.0,1.0,1.0,3.700439718141092,1.584962500721156,22.843528726295684,9.342074667999139,15.843553070032403,9.342074667999139,1.0,1.0,0.0,0.0,15.942537413805747,8.344295907915816,9.943979914343739,8.344295907915816,0.0,0.0,1.0,0.0,0.0,0.0,16.942525959617964,9.342074667999139,10.943247395901553,9.342074667999139,1.0,1.0,0.0,0.0,15.942537413805747,8.344295907915816,9.943979914343739,6.357552004618084,0.0,0.0,1.0,0.0,0.0,0.0,16.942525959617964,9.342074667999139,10.943247395901553,7.348728154231077,1.0,7.370474033217709,8.366108194021711,8.949612474118306,9.363920309994684,9.685410429636805,9.948152778089051,10.17033655080597,10.362825122478569,10.532628385083123,10.684534080061097,15.936660940972276,24.650883511435723,14.93668394257525,13.942606137022771,24.650883511435723,3.169925001442312,0.0
2,mobilenetv3,-232919465978412114,cc8bf7291db7f67128e367ca195d8c1b69b7e8f2,885,2,0.010745153078124329,101.19106865361822,0.0,8.599840964517488,5.0007040971964045,0.0,0.0,0.0,0.0,0.0,14.10054266566822,14.10054266566822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.792481250360578,1.0,1.0,8.504219782400465,1.0,1.0,1.0,0.5,0.5,0.0,15.600013459186144,15.600013459186144,9.611096748701355,11.696929895079247,0.0,0.0,1.0,0.0,0.0,0.0,16.599924821175556,16.599924821175556,10.605488136032907,12.696544389921629,1.0,0.5,0.0,0.5,15.600013459186144,11.792892114536631,5.818538828571832,9.794123991177319,0.5,0.0,0.5,0.5,1.584962500721156,1.9534452978042594,14.196263533340897,10.392171761999787,4.579034321876263,8.402187072130497,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24519384366258798,0.24519384366258798,0.24519384366258798,0.24519384366258798,0.24519384366258798,0.24519384366258798,0.24519384366258798,0.24519384366258798,0.24519384366258798,0.24519384366258798,11.392854039872873,9.394462694610317,1.0,13.600545061713893,13.600545061713893,1.9534452978042591,0.0,0.0,8.599840964517488,5.0007040971964045,0.0,0.0,0.0,0.0,0.0,4.099134471275411,4.099134471275411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20751874963942196,0.0,0.0,0.4985952332065873,0.0,0.0,0.0,0.5,0.5,0.0,3.599661281705843,3.599661281705843,3.5887289356729006,1.695521700686439,0.0,0.0,0.0,0.0,0.0,0.0,3.5997487216891155,3.5997487216891155,3.594260880609652,1.6958401209103826,0.0,0.5,0.0,0.5,3.599661281705843,0.20746006294366914,0.203828984456623,0.20728420321549113,0.5,0.0,0.5,0.5,1.584962500721156,1.9534452978042594,1.196087433854455,2.6080043374866557,2.4321929335469914,2.598517196880749,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0752688422202756,0.0752688422202756,0.0752688422202756,0.0752688422202756,0.0752688422202756,0.0752688422202756,0.0752688422202756,0.0752688422202756,0.0752688422202756,0.0752688422202756,0.0,0.0,0.0,3.599136867321084,3.599136867321084,0.36848279708310305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.001408194392809,10.001408194392809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.584962500721156,1.0,1.0,8.005624549193879,1.0,1.0,1.0,0.0,0.0,0.0,12.0003521774803,12.0003521774803,6.022367813028454,10.001408194392809,0.0,0.0,1.0,0.0,0.0,0.0,13.000176099486442,13.000176099486442,7.011227255423254,11.000704269011246,1.0,0.0,0.0,0.0,12.0003521774803,11.585432051592962,5.614709844115208,9.586839787961827,0.0,0.0,0.0,0.0,0.0,0.0,13.000176099486442,7.7841674245131305,2.146841388329271,5.803669875249748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16992500144231237,0.16992500144231237,0.16992500144231237,0.16992500144231237,0.16992500144231237,0.16992500144231237,0.16992500144231237,0.16992500144231237,0.16992500144231237,0.16992500144231237,11.392854039872873,9.394462694610317,1.0,10.001408194392809,10.001408194392809,1.584962500721156,0.0,0.0,17.199681929034977,10.001408194392809,0.0,0.0,0.0,0.0,0.0,18.19967713694363,18.19967713694363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,9.002815015607053,1.0,1.0,1.0,1.0,1.0,0.0,19.199674740891986,19.199674740891986,13.199825684374256,13.392451595765687,0.0,0.0,1.0,0.0,0.0,0.0,20.199673542864673,20.199673542864673,14.199749016642558,14.392384510832011,1.0,1.0,0.0,1.0,19.199674740891986,12.0003521774803,6.022367813028454,10.001408194392809,1.0,0.0,1.0,1.0,3.169925001442312,3.9068905956085187,15.392350967195352,13.000176099486442,7.011227255423254,11.000704269011246,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3204626858828636,0.3204626858828636,0.3204626858828636,0.3204626858828636,0.3204626858828636,0.3204626858828636,0.3204626858828636,0.3204626858828636,0.3204626858828636,0.3204626858828636,11.392854039872873,9.394462694610317,1.0,17.199681929034977,17.199681929034977,2.321928094887362,0.0
