sample_index,power_w,iteration_id
0,107.283,-1
1,107.283,-1
2,82.999,-1
3,82.999,-1
4,82.999,-1
5,82.999,-1
6,82.999,-1
7,82.999,-1
8,82.999,-1
9,82.999,-1
10,82.999,-1
11,82.999,-1
12,82.999,-1
13,82.999,-1
14,82.999,-1
15,82.999,-1
16,82.999,-1
17,82.999,-1
18,82.999,-1
19,124.514,-1
20,124.514,-1
21,124.514,-1
22,124.514,-1
23,124.514,-1
24,124.514,-1
25,124.514,-1
26,124.514,-1
27,124.514,-1
28,124.514,-1
29,124.514,-1
30,124.514,-1
31,124.514,-1
32,124.514,-1
33,124.514,-1
34,124.514,-1
35,167.159,-1
36,167.159,-1
37,167.159,-1
38,167.159,-1
39,167.159,-1
40,167.159,-1
41,167.159,-1
42,167.159,-1
43,167.159,-1
44,167.159,-1
45,167.159,-1
46,167.159,-1
47,167.159,-1
48,167.159,-1
49,167.159,-1
50,167.159,-1
51,167.159,-1
52,172.528,-1
53,172.528,-1
54,172.528,-1
55,172.528,-1
56,172.528,-1
57,172.528,-1
58,172.528,-1
59,172.528,-1
60,172.528,-1
61,172.528,-1
62,172.528,-1
63,172.528,-1
64,172.528,-1
65,172.528,-1
66,172.528,-1
67,172.528,-1
68,172.528,-1
69,172.468,-1
70,172.468,-1
71,172.468,-1
72,172.468,-1
73,172.468,-1
74,172.468,-1
75,172.468,-1
76,172.468,-1
77,172.468,-1
78,172.468,-1
79,172.468,-1
80,172.468,-1
81,172.468,-1
82,172.468,-1
83,172.468,-1
84,172.468,-1
85,172.19,-1
86,172.19,-1
87,172.19,-1
88,172.19,-1
89,172.19,-1
90,172.19,-1
91,172.19,-1
92,172.19,-1
93,172.19,-1
94,172.19,-1
95,172.19,-1
96,172.19,-1
97,172.19,-1
98,172.19,-1
99,172.19,-1
100,172.19,-1
101,172.19,-1
102,172.155,-1
103,172.155,-1
104,172.155,-1
105,172.155,-1
106,172.155,-1
107,172.155,-1
108,172.155,-1
109,172.155,-1
110,172.155,-1
111,172.155,-1
112,172.155,-1
113,172.155,-1
114,172.155,-1
115,172.155,-1
116,172.155,-1
117,172.155,-1
118,172.018,-1
119,172.018,-1
120,172.018,-1
121,172.018,-1
122,172.018,-1
123,172.018,-1
124,172.018,-1
125,172.018,-1
126,172.018,-1
127,172.018,-1
128,172.018,-1
129,172.018,-1
130,172.018,-1
131,172.018,-1
132,172.018,-1
133,172.018,-1
134,172.018,0
135,171.912,0
136,171.912,0
137,171.912,0
138,171.912,0
139,171.912,0
140,171.912,0
141,171.912,0
142,171.912,0
143,171.912,0
144,171.912,0
145,171.912,0
146,171.912,0
147,171.912,0
148,171.912,1
149,171.912,1
150,171.912,1
151,171.964,1
152,171.964,1
153,171.964,1
154,171.964,1
155,171.964,1
156,171.964,1
157,171.964,1
158,171.964,1
159,171.964,1
160,171.964,1
161,171.964,1
162,171.964,2
163,171.964,2
164,171.964,2
165,171.964,2
166,171.964,2
167,171.964,2
168,172.141,2
169,172.141,2
170,172.141,2
171,172.141,2
172,172.141,2
173,172.141,2
174,172.141,2
175,172.141,2
176,172.141,2
