sample_index,power_w,iteration_id
0,107.049,-1
1,107.049,-1
2,107.049,-1
3,107.049,-1
4,107.049,-1
5,107.049,-1
6,107.049,-1
7,107.049,-1
8,107.049,-1
9,92.846,-1
10,92.846,-1
11,92.846,-1
12,92.846,-1
13,92.846,-1
14,92.846,-1
15,92.846,-1
16,92.846,-1
17,92.846,-1
18,92.846,-1
19,92.846,-1
20,92.846,-1
21,92.846,-1
22,92.846,-1
23,92.846,-1
24,92.846,-1
25,92.846,-1
26,131.806,-1
27,131.806,-1
28,131.806,-1
29,131.806,-1
30,131.806,-1
31,131.806,-1
32,131.806,-1
33,131.806,-1
34,131.806,-1
35,131.806,-1
36,131.806,-1
37,131.806,-1
38,131.806,-1
39,131.806,-1
40,131.806,-1
41,131.806,-1
42,162.731,-1
43,162.731,-1
44,162.731,-1
45,162.731,-1
46,162.731,-1
47,162.731,-1
48,162.731,-1
49,162.731,-1
50,162.731,-1
51,162.731,-1
52,162.731,-1
53,162.731,-1
54,162.731,-1
55,162.731,-1
56,162.731,-1
57,162.731,-1
58,162.731,-1
59,162.854,-1
60,162.854,-1
61,162.854,-1
62,162.854,-1
63,162.854,-1
64,162.854,-1
65,162.854,-1
66,162.854,-1
67,162.854,-1
68,162.854,-1
69,162.854,-1
70,162.854,-1
71,162.854,-1
72,162.854,-1
73,162.854,-1
74,162.854,-1
75,162.862,-1
76,162.862,-1
77,162.862,-1
78,162.862,-1
79,162.862,-1
80,162.862,-1
81,162.862,-1
82,162.862,-1
83,162.862,-1
84,162.862,-1
85,162.862,-1
86,162.862,-1
87,162.862,-1
88,162.862,-1
89,162.862,-1
90,162.862,-1
91,162.862,-1
92,162.932,-1
93,162.932,-1
94,162.932,-1
95,162.932,-1
96,162.932,-1
97,162.932,-1
98,162.932,-1
99,162.932,-1
100,162.932,-1
101,162.932,-1
102,162.932,-1
103,162.932,-1
104,162.932,-1
105,162.932,-1
106,162.932,-1
107,162.932,-1
108,162.932,-1
109,162.97,-1
110,162.97,-1
111,162.97,-1
112,162.97,-1
113,162.97,-1
114,162.97,-1
115,162.97,-1
116,162.97,-1
117,162.97,-1
118,162.97,-1
119,162.97,-1
120,162.97,-1
121,162.97,-1
122,162.97,-1
123,162.97,-1
124,162.97,-1
125,162.818,-1
126,162.818,-1
127,162.818,-1
128,162.818,-1
129,162.818,-1
130,162.818,-1
131,162.818,-1
132,162.818,-1
133,162.818,-1
134,162.818,-1
135,162.818,-1
136,162.818,-1
137,162.818,-1
138,162.818,0
139,162.818,0
140,162.818,0
141,162.818,0
142,162.736,0
143,162.736,0
144,162.736,0
145,162.736,0
146,162.736,0
147,162.736,0
148,162.736,0
149,162.736,0
150,162.736,0
151,162.736,0
152,162.736,0
153,162.736,1
154,162.736,1
155,162.736,1
156,162.736,1
157,162.736,1
158,162.803,1
159,162.803,1
160,162.803,1
161,162.803,1
162,162.803,1
163,162.803,1
164,162.803,1
165,162.803,1
166,162.803,1
167,162.803,2
168,162.803,2
169,162.803,2
170,162.803,2
171,162.803,2
172,162.803,2
173,162.803,2
174,162.803,2
175,162.746,2
176,162.746,2
177,162.746,2
178,162.746,2
179,162.746,2
180,162.746,2
