133.559,2419,13932,1
104.348,2342,5085,1
173.361,2274,7686,1
93.018,2294,924,1
118.207,1972,4275,1
104.706,2184,6486,1
147.595,4582,1809171,1
163.529,2244,704,1
105.31,2054,1386,1
147.931,2028,7350,1
98.994,2016,486,1
147.416,2088,6420,1
218.829,1961,20224,1
152.815,2398,14268,1
102.973,2776,2752,1
166.24,2143,836963,1
144.938,2387,10434,1
119.833,2524,10170,1
130.224,2244,8058,1
129.129,2842,10209,1
104.821,2049,3384,1
128.981,2476,8880,1
162.448,2137,671,1
98.12,2045,1020,1
186.234,2120,5568,1
134.79,2289,8100,1
201.663,2133,3096,1
180.918,2119,8330,1
160.036,2226,10094,1
96.163,1987,580,1
