sample_index,power_w,iteration_id
0,57.555,-1
1,57.555,-1
2,57.555,-1
3,57.555,-1
4,57.555,-1
5,57.555,-1
6,57.555,-1
7,57.555,-1
8,57.555,-1
9,57.555,-1
10,57.555,-1
11,57.555,-1
12,57.555,-1
13,57.555,-1
14,57.555,-1
15,57.555,-1
16,57.555,-1
17,57.555,-1
18,57.555,-1
19,57.555,-1
20,57.555,-1
21,57.555,-1
22,57.555,-1
23,57.555,-1
24,57.555,-1
25,57.555,-1
26,57.555,-1
27,57.555,-1
28,57.555,-1
29,57.555,-1
30,57.555,-1
31,57.555,-1
32,57.555,-1
33,57.555,-1
34,57.555,-1
35,57.555,-1
36,57.555,-1
37,57.555,-1
38,57.555,-1
39,57.555,-1
40,57.555,-1
41,57.555,-1
42,57.555,-1
43,57.555,-1
44,57.555,-1
45,57.555,-1
46,57.555,-1
47,57.555,-1
48,57.555,-1
49,57.555,-1
50,57.555,-1
51,57.555,-1
52,57.555,-1
53,57.555,-1
54,57.555,-1
55,57.555,-1
56,57.555,-1
57,57.555,-1
58,57.555,-1
59,57.555,-1
60,57.256,-1
61,57.256,-1
62,57.256,-1
63,57.256,-1
64,57.256,-1
65,57.256,-1
66,57.256,-1
67,57.256,-1
68,57.256,-1
69,57.256,-1
70,57.256,-1
71,57.256,-1
72,57.256,-1
73,57.256,-1
74,57.256,-1
75,57.256,-1
76,57.256,-1
77,57.256,-1
78,57.256,-1
79,57.256,-1
80,57.256,-1
81,57.256,-1
82,57.256,-1
83,57.256,-1
84,57.256,-1
85,57.256,-1
86,57.256,-1
87,57.256,-1
88,57.256,-1
89,57.256,-1
90,57.256,-1
91,57.256,-1
92,57.256,-1
93,57.256,-1
94,57.256,-1
95,57.256,-1
96,57.256,-1
97,57.256,-1
98,57.256,-1
99,57.256,-1
100,57.256,-1
101,57.256,-1
102,57.256,-1
103,57.256,-1
104,57.256,-1
105,57.256,-1
106,57.256,-1
107,57.256,-1
108,57.256,-1
109,57.256,-1
110,57.256,-1
111,57.256,-1
112,57.256,-1
113,57.256,-1
114,57.256,-1
115,57.256,-1
116,57.256,-1
117,57.256,-1
118,57.256,-1
119,57.256,-1
120,57.256,-1
121,57.256,-1
122,57.256,-1
123,57.256,-1
124,57.256,-1
125,57.256,-1
126,57.256,-1
127,57.256,-1
128,57.256,-1
129,57.256,-1
130,57.256,-1
131,57.256,-1
132,57.256,-1
133,57.256,-1
134,57.256,-1
135,57.256,-1
136,57.256,-1
137,57.256,0
138,57.256,0
139,57.256,0
140,57.256,0
141,57.256,0
142,57.256,0
143,57.256,0
144,57.256,0
145,57.256,0
146,57.256,0
147,57.256,0
148,57.256,0
149,57.256,0
150,57.256,0
151,57.256,0
152,57.256,0
153,57.256,0
154,57.256,0
155,57.256,0
156,57.256,0
157,57.256,0
158,58.394,0
159,58.394,0
160,58.394,0
161,58.394,0
162,58.394,0
163,58.394,0
164,58.394,0
165,58.394,0
166,58.394,0
167,58.394,0
168,58.394,0
169,58.394,0
170,58.394,0
171,58.394,0
172,58.394,0
173,58.394,0
174,58.394,0
175,58.394,0
176,58.394,0
177,58.394,0
178,58.394,0
179,58.394,0
180,58.394,0
181,58.394,0
182,58.394,0
183,58.394,0
184,58.394,0
185,58.394,0
186,58.394,0
187,58.394,0
188,58.394,0
189,58.394,0
190,58.394,0
191,58.394,0
192,58.394,0
193,58.394,0
194,58.394,0
195,58.394,0
196,58.394,0
197,58.394,0
198,58.394,0
199,58.394,0
200,58.394,0
201,58.394,0
202,58.394,0
203,58.394,0
204,58.394,0
205,58.394,0
206,58.394,0
207,58.394,0
208,58.394,0
209,58.394,0
210,58.394,0
211,58.394,0
212,58.394,0
213,58.394,0
214,58.394,0
215,58.394,0
216,58.394,0
217,58.394,1
218,58.394,1
219,58.394,1
220,58.394,1
221,58.394,1
222,58.394,1
223,58.394,1
224,58.394,1
225,58.394,1
226,58.394,1
227,58.394,1
228,58.394,1
229,58.394,1
230,58.394,1
231,58.394,1
232,58.394,1
233,58.394,1
234,58.394,1
235,58.394,1
236,58.394,1
237,58.394,1
238,58.394,1
239,58.394,1
240,58.394,1
241,58.394,1
242,58.394,1
243,58.394,1
244,58.394,1
245,58.394,1
246,58.394,1
247,58.394,1
248,58.394,1
249,58.394,1
250,58.394,1
251,58.394,1
252,58.394,1
253,58.394,1
254,58.394,1
255,59.251,1
256,59.251,1
257,59.251,1
258,59.251,1
259,59.251,1
260,59.251,1
261,59.251,1
262,59.251,1
263,59.251,1
264,59.251,1
265,59.251,1
266,59.251,1
267,59.251,1
268,59.251,1
269,59.251,1
270,59.251,1
271,59.251,1
272,59.251,1
273,59.251,1
274,59.251,1
275,59.251,1
276,59.251,1
277,59.251,1
278,59.251,1
279,59.251,1
280,59.251,1
281,59.251,1
282,59.251,1
283,59.251,1
284,59.251,1
285,59.251,1
286,59.251,1
287,59.251,1
288,59.251,1
289,59.251,1
290,59.251,1
291,59.251,1
292,59.251,1
293,59.251,1
294,59.251,1
295,59.251,1
296,59.251,1
297,59.251,2
298,59.251,2
299,59.251,2
300,59.251,2
301,59.251,2
302,59.251,2
303,59.251,2
304,59.251,2
305,59.251,2
306,59.251,2
307,59.251,2
308,59.251,2
309,59.251,2
310,59.251,2
311,59.251,2
312,59.251,2
313,59.251,2
314,59.251,2
315,59.251,2
316,59.251,2
317,59.251,2
318,59.251,2
319,59.251,2
320,59.251,2
321,59.251,2
322,59.251,2
323,59.251,2
324,59.251,2
325,59.251,2
326,59.251,2
327,59.251,2
328,59.251,2
329,59.251,2
330,59.251,2
331,59.251,2
332,59.251,2
333,59.251,2
334,59.251,2
335,59.251,2
336,59.251,2
337,59.251,2
338,59.251,2
339,59.251,2
340,59.251,2
341,59.251,2
342,59.251,2
343,59.251,2
344,59.251,2
345,59.251,2
346,59.251,2
347,59.251,2
348,59.251,2
349,59.251,2
350,59.251,2
351,59.251,2
352,59.233,2
353,59.233,2
354,59.233,2
355,59.233,2
356,59.233,2
357,59.233,2
358,59.233,2
359,59.233,2
360,59.233,2
361,59.233,2
362,59.233,2
363,59.233,2
364,59.233,2
365,59.233,2
366,59.233,2
367,59.233,2
368,59.233,2
369,59.233,2
370,59.233,2
371,59.233,2
372,59.233,2
373,59.233,2
374,59.233,2
375,59.233,2
376,59.233,2
