sample_index,power_w,iteration_id
0,53.369,-1
1,53.369,-1
2,53.369,-1
3,53.369,-1
4,53.369,-1
5,53.369,-1
6,53.369,-1
7,53.369,-1
8,53.369,-1
9,53.369,-1
10,53.369,-1
11,53.369,-1
12,53.369,-1
13,53.369,-1
14,53.369,-1
15,53.369,-1
16,53.369,-1
17,53.369,-1
18,53.369,-1
19,53.369,-1
20,53.369,-1
21,53.369,-1
22,53.369,-1
23,53.369,-1
24,53.369,-1
25,53.369,-1
26,52.705,-1
27,52.705,-1
28,52.705,-1
29,52.705,-1
30,52.705,-1
31,52.705,-1
32,52.705,-1
33,52.705,-1
34,52.705,-1
35,52.705,-1
36,52.705,-1
37,52.705,-1
38,52.705,-1
39,52.705,-1
40,52.705,-1
41,52.705,-1
42,52.705,-1
43,52.705,-1
44,52.705,-1
45,52.705,-1
46,52.705,-1
47,52.705,-1
48,52.705,-1
49,52.705,-1
50,52.705,-1
51,52.705,-1
52,52.705,-1
53,52.705,-1
54,52.705,-1
55,52.705,-1
56,52.705,-1
57,52.705,-1
58,52.705,-1
59,52.705,-1
60,52.705,-1
61,52.705,-1
62,52.705,-1
63,52.705,-1
64,52.705,-1
65,52.705,-1
66,52.705,-1
67,52.705,-1
68,52.705,-1
69,52.705,-1
70,52.705,-1
71,52.705,-1
72,52.705,-1
73,52.705,-1
74,52.705,-1
75,52.705,-1
76,52.705,-1
77,52.705,-1
78,52.705,-1
79,52.705,-1
80,52.705,-1
81,52.705,-1
82,52.705,-1
83,52.705,-1
84,52.705,-1
85,52.705,-1
86,52.705,-1
87,52.705,-1
88,52.705,-1
89,52.705,-1
90,52.705,-1
91,52.705,-1
92,52.705,-1
93,52.705,-1
94,52.705,-1
95,52.705,-1
96,52.705,-1
97,52.705,-1
98,52.705,-1
99,52.705,-1
100,52.705,-1
101,52.705,-1
102,52.705,-1
103,52.705,-1
104,52.705,-1
105,52.705,-1
106,52.705,-1
107,52.705,-1
108,52.705,-1
109,52.705,-1
110,52.705,-1
111,52.705,-1
112,52.705,-1
113,52.705,-1
114,52.705,-1
115,52.705,-1
116,52.705,-1
117,52.705,-1
118,52.705,-1
119,52.705,-1
120,52.705,-1
121,52.705,-1
122,52.705,-1
123,52.705,-1
124,54.575,-1
125,54.575,-1
126,54.575,-1
127,54.575,-1
128,54.575,-1
129,54.575,-1
130,54.575,-1
131,54.575,-1
132,54.575,-1
133,54.575,-1
134,54.575,-1
135,54.575,-1
136,54.575,-1
137,54.575,-1
138,54.575,-1
139,54.575,-1
140,54.575,-1
141,54.575,-1
142,54.575,-1
143,54.575,-1
144,54.575,-1
145,54.575,-1
146,54.575,-1
147,54.575,-1
148,54.575,-1
149,54.575,-1
150,54.575,-1
151,54.575,-1
152,54.575,-1
153,54.575,-1
154,54.575,-1
155,54.575,-1
156,54.575,-1
157,54.575,-1
158,54.575,-1
159,54.575,-1
160,54.575,-1
161,54.575,-1
162,54.575,-1
163,54.575,-1
164,54.575,-1
165,54.575,-1
166,54.575,-1
167,54.575,-1
168,54.575,-1
169,54.575,-1
170,54.575,-1
171,54.575,-1
172,54.575,-1
173,54.575,-1
174,54.575,-1
175,54.575,-1
176,54.575,-1
177,54.575,-1
178,54.575,-1
179,54.575,-1
180,54.575,-1
181,54.575,-1
182,54.575,-1
183,54.575,-1
184,54.575,-1
185,54.575,-1
186,54.575,-1
187,54.575,-1
188,54.575,-1
189,54.575,-1
190,54.575,-1
191,54.575,-1
192,54.575,-1
193,54.575,-1
194,54.575,-1
195,54.575,-1
196,54.575,-1
197,54.575,-1
198,54.575,-1
199,54.575,-1
200,54.575,-1
201,54.575,-1
202,54.575,-1
203,54.575,-1
204,54.575,-1
205,54.575,-1
206,54.575,-1
207,54.575,-1
208,54.575,-1
209,54.575,-1
210,54.575,-1
211,54.575,-1
212,54.575,-1
213,54.575,-1
214,54.575,-1
215,54.575,-1
216,54.575,-1
217,54.575,-1
218,54.575,-1
219,54.575,-1
220,54.575,-1
221,58.943,-1
222,58.943,-1
223,58.943,-1
224,58.943,-1
225,58.943,-1
226,58.943,-1
227,58.943,-1
228,58.943,-1
229,58.943,-1
230,58.943,-1
231,58.943,-1
232,58.943,-1
233,58.943,-1
234,58.943,-1
235,58.943,-1
236,58.943,-1
237,58.943,-1
238,58.943,-1
239,58.943,-1
240,58.943,-1
241,58.943,-1
242,58.943,-1
243,58.943,-1
244,58.943,-1
245,58.943,-1
246,58.943,-1
247,58.943,-1
248,58.943,-1
249,58.943,-1
250,58.943,-1
251,58.943,-1
252,58.943,-1
253,58.943,-1
254,58.943,-1
255,58.943,-1
256,58.943,-1
257,58.943,-1
258,58.943,-1
259,58.943,-1
260,58.943,-1
261,58.943,-1
262,58.943,-1
263,58.943,-1
264,58.943,-1
265,58.943,-1
266,58.943,-1
267,58.943,-1
268,58.943,-1
269,58.943,-1
270,58.943,-1
271,58.943,-1
272,58.943,-1
273,58.943,-1
274,58.943,-1
275,58.943,-1
